名稱,郵遞區號,地址,相對位置,營業時間,座標x,座標y,儲格數,櫃型,備註,付費方式
左營菜公郵局ｉ郵箱,81300,高雄市左營區博愛三路522號,正門左側,24小時,120.308766,22.679346,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
左營福山郵局ｉ郵箱,81300,高雄市左營區自由四路332號,自動門外右側,24小時,120.316805,22.685066,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
旗山四保郵局ｉ郵箱,84200,高雄市旗山區中山路242號,正門左側,24小時,120.481392,22.891669,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
美濃郵局ｉ郵箱,84300,高雄市美濃區中正路1段39號,正門右側,24小時,120.541800,22.900702,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
梓官郵局ｉ郵箱,82600,高雄市梓官區梓義里中崙路260號,自動門內右側,24小時,120.268648,22.761140,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
路竹竹南郵局ｉ郵箱,82100,高雄市路竹區中山路1097號,正門右側,24小時,120.261004,22.856414,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
鳳山文山郵局ｉ郵箱,83000,高雄市鳳山區文衡路236號,門口左側,24小時,120.356280,22.638310,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
亮麗專業洗衣楠梓店ｉ郵箱,81100,高雄市楠梓區德賢路220巷17號,門口左側,24小時,120.306205,22.727185,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
小港郵局2ｉ郵箱,81200,高雄市小港區小港一街1號,郵局左側,24小時,120.336869,22.564205,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
苓雅名家文教基金會ｉ郵箱,80200,高雄市苓雅區建軍路255號,門口右側,24小時,120.342737,22.633458,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
虎尾惠來超市ｉ郵箱,63200,雲林縣虎尾鎮惠來路82號,超市門口右側騎樓,24小時,120.489183,23.728158,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
頭份雲天大地ｉ郵箱,35100,苗栗縣頭份市花園東路110號,CD棟大廳右前方,24小時,120.944315,24.690746,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
基隆碇內郵局ｉ郵箱,20500,基隆市暖暖區源遠路341號,ATM前,24小時,121.758290,25.099570,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
基隆暖西里活動中心ｉ郵箱,20500,基隆市暖暖區東勢街26巷69號,大門左側,24小時,121.738040,25.095150,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
基隆碇祥里活動中心ｉ郵箱,20500,基隆市暖暖區碇內街100號,大門左前方,24小時,121.754640,25.095910,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
基隆碇安里活動中心ｉ郵箱,20500,基隆市暖暖區源遠路277巷23號,大門右側,24小時,121.755720,25.099710,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
基隆暖暖里活動中心ｉ郵箱,20500,基隆市暖暖區暖暖街281巷58號,大門左側,24小時,121.735360,25.097160,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
基隆碇內里活動中心ｉ郵箱,20500,基隆市暖暖區暖碇路15巷136號,大門左側,24小時,121.753710,25.095980,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
汐止建成郵局ｉ郵箱,22100,新北市汐止區建成路58號,入口左側,24小時,121.663510,25.073150,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
汐止社后郵局ｉ郵箱,22100,新北市汐止區康寧街426號,側門入口左側,24小時,121.630790,25.067960,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
汐止龍安郵局ｉ郵箱,22100,新北市汐止區龍安路42號,大門右側,24小時,121.654250,25.063710,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
汐止汐萬抽水站ｉ郵箱,22100,新北市汐止區汐萬路2段67號,大門左方,24小時,121.648980,25.082390,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
汐止厚德郵局ｉ郵箱,22100,新北市汐止區樟樹一路224號,側門入口左側,24小時,121.642330,25.066530,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三重三光國民小學ｉ郵箱,24100,新北市三重區大同南路157號,校門口右側,24小時,121.496599,25.056281,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三重群光智慧綠能大樓ｉ郵箱,24100,新北市三重區光復路2段69號,大樓後方入口，一樓員工休息區,24小時,121.473018,25.056501,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
泰山郵局ｉ郵箱,24300,新北市泰山區楓江路10號,郵局大門右側,24小時,121.433680,25.062410,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三重前瞻企業大樓A棟ｉ郵箱,24100,新北市三重區新北大道2段260號,一樓大廳電梯外,07:00~23:00,121.466042,25.061681,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
泰山九揚海德堡社區ｉ郵箱,24300,新北市泰山區明志路1段24號,社區一樓大廳入口(限社區內部住戶使用),24小時,121.433492,25.065634,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
泰武郵局ｉ郵箱,92100,屏東縣泰武鄉佳平村佳平巷102號,大門右側,24小時,120.631287,22.591465,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
吉安自強路超潔洗衣店ｉ郵箱,97300,花蓮縣吉安鄉自強路105號,店面門口左側玻璃前,24小時,121.585891,23.978585,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
吉安惠馨長照中心ｉ郵箱,97300,花蓮縣吉安鄉全民街27號,正門右側之斜坡道前平地,24小時,121.571554,23.938687,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
花蓮莊敬SesA洗衣ｉ郵箱,97000,花蓮縣花蓮市莊敬路236號,正門口,24小時,121.593063,23.990757,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
花蓮自強國中ｉ郵箱,97000,花蓮縣花蓮市裕祥路89號,正門口販賣機右邊,24小時,121.598727,23.998401,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
花蓮縣政府ｉ郵箱,97000,花蓮縣花蓮市府前路17號,走廊之飲料販賣機旁,星期一至五 08:00~17:30配合縣府上班時間,121.619788,23.991447,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
花蓮主農里樂齡館ｉ郵箱,97000,花蓮縣花蓮市中順街77號,活動中心大門左側,24小時,121.596817,23.968590,40,四代櫃,(停止營運)(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
吉安南昌活動中心ｉ郵箱,97300,花蓮縣吉安鄉文化七街62-1號,門口右側,24小時,121.579812,23.970361,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
國軍花蓮總醫院ｉ郵箱,97100,花蓮縣新城鄉嘉里村嘉里路163號,郵局ATM旁，舊入口通道旁,24小時,121.606483,24.025366,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
壽豐東華新世紀社區ｉ郵箱,97400,花蓮縣壽豐鄉志學新村179號,面對管理委員會之左側牆面,24小時,121.525428,23.900695,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
光復糖廠ｉ郵箱,97600,花蓮縣光復鄉大進村糖廠街19號,郵局ATM旁,24小時,121.420609,23.658796,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺東東海國宅ｉ郵箱,95000,臺東縣臺東市文心街60號,社區中庭左側走廊,24小時,121.142811,22.743612,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺東東方大鎮郵局ｉ郵箱,95000,臺東縣臺東市中興路2段436號,大門右側,24小時,121.123880,22.769640,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺東新園里活動中心ｉ郵箱,95000,臺東縣臺東市中興路6段708號,活動中心旁舊托兒所門口右側,24小時,121.052657,22.763940,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺東東帝花園ｉ郵箱,95000,臺東縣臺東市仁昌街113號,中庭旁活動中心,24小時,121.134540,22.749634,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
士林芝山郵局ｉ郵箱,11100,臺北市士林區德行東路258號,局內自助郵局區,24小時,121.534475,25.109656,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺北洗潔淨萬大店ｉ郵箱,10800,臺北市萬華區萬大路423巷49號,進門後左前角落,24小時,121.500500,25.021427,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺北長春路郵局ｉ郵箱,10400,臺北市中山區長春路129號之2,門口右側,24小時,121.530633,25.054993,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
板橋三民路自助洗衣ｉ郵箱,22000,新北市板橋區三民路2段245巷14號,社區門口左側,24小時,121.284750,25.004510,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
板橋台灣世家ｉ郵箱,22000,新北市板橋區莊敬路25巷1之2號,交誼廳內前方靠右牆面(社區專用),24小時,121.474273,25.027835,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
土城學士里辦公室ｉ郵箱,23600,新北市土城區裕民路214巷38號,里長辦公室左側,24小時,121.452154,24.983263,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
土城快洗可得明德店ｉ郵箱,23600,新北市土城區明德路1段240巷11號,左側玻璃牆面內,24小時,121.459738,24.978261,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
中和洗多屋連城519ｉ郵箱,23500,新北市中和區連城路519號,大門內左側牆面,24小時,121.482077,24.995198,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
中和快來洗民德店ｉ郵箱,23500,新北市中和區民德路29號,右側大門左牆,24小時,121.469011,25.002474,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
樹林自助洗衣三俊店ｉ郵箱,23800,新北市樹林區三俊街81巷1號,大門內左側牆面,24小時,121.415534,25.015498,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三峽洗貝樂大義店ｉ郵箱,23700,新北市三峽區大義路243號,大門外右側,24小時,121.377378,24.945771,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
中和大來國際商旅ｉ郵箱,23500,新北市中和區建八路171號,大廳櫃台右前方,24小時,121.491150,24.999309,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
樹林非洗不可中山店ｉ郵箱,23800,新北市樹林區中山路2段237號,大門內右側牆,24小時,121.402255,24.975977,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
永和雙和里辦公室ｉ郵箱,23400,新北市永和區中和路335巷14號,大門左側,24小時,121.507526,25.000272,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
中和洗衣計劃華夏店ｉ郵箱,23500,新北市中和區華新街210號,大門左側,24小時,121.506481,24.981849,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新店大坪林郵局ｉ郵箱,23100,新北市新店區北新路3段116號,大門走道左側,24小時,121.541714,24.981678,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新店復興郵局ｉ郵箱,23100,新北市新店區復興路30號,大門右側,24小時,121.539160,24.986894,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
楠梓區宏昌里活動中心ｉ郵箱,81100,高雄市楠梓區後昌路960巷19號,入口左側,24小時,120.294145,22.715438,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
板橋國慶郵局2ｉ郵箱,22000,新北市板橋區國慶路132號,自助服務區內,24小時,121.461500,24.995940,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
左營賀康生鮮超市ｉ郵箱,81300,高雄市左營區華夏路741號1樓,左側騎樓,24小時,120.302660,22.678820,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
文山玖樓璞園ｉ郵箱,11600,臺北市文山區景豐街81號,大門右側(派出所對面),24小時,121.544506,25.002132,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
大港超市苓雅武廟店ｉ郵箱,80200,高雄市苓雅區建民路168號,入口左側,24小時,120.326412,22.630652,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
大港超市鳳山中崙店ｉ郵箱,83000,高雄市鳳山區中崙一路436號,入口左側,24小時,120.350373,22.600131,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
大港超市林園東林店ｉ郵箱,83200,高雄市林園區東林西路97號,入口左側,07：30-23：00,120.393406,22.503893,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
永和秀朗郵局2ｉ郵箱,23400,新北市永和區永亨路178號,自助服務區內,24小時,121.525910,25.002670,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三峽晶棧社區ｉ郵箱,23700,新北市三峽區大學路200號,大樓牆前左側,24小時,121.372940,24.946430,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
板橋青木賞社區ｉ郵箱,22000,新北市板橋區金門街79號,社區車道左側牆前,24小時,121.433227,24.992710,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三民衣速潔自助洗衣ｉ郵箱,80700,高雄市三民區漢口街32號,入口右側,24小時,120.297260,22.641920,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺北中正社福大樓ｉ郵箱,10000,臺北市中正區延平南路209號,大門右側,24小時,121.505281,25.032838,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
內湖大湖郵局ｉ郵箱,11400,臺北市內湖區大湖街166巷2號,ATM右側,24小時,121.600660,25.084403,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
大雅郵局2ｉ郵箱,42800,臺中市大雅區中清東路177號,大門左側信箱間,24小時,120.647691,24.223397,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中港富五金精科店ｉ郵箱,40800,臺中市南屯區向上路5段600之2號,大門入口處左側,24小時,120.610000,24.151580,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中港富五金中科店ｉ郵箱,42800,臺中市大雅區科雅路329號,大門入口處右側,24小時,120.634030,24.233430,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
中壢伯爵與夫人社區ｉ郵箱,32000,桃園市中壢區福州二街508號,社區交誼廳旁(社區專用),24小時,121.235024,24.968400,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
宏國中壢新城公寓ｉ郵箱,32000,桃園市中壢區環西路2段300巷17號,警衛室右側(社區專用),24小時,121.213384,24.964129,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
中壢大崙郵局ｉ郵箱,32000,桃園市中壢區中正路4段85、87號,ATM自助區,24小時,121.180030,24.988840,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
中壢法國之星社區ｉ郵箱,32000,桃園市中壢區環西路2段300巷2號,社區大廳左側(社區專用),24小時,121.213257,24.964586,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
平鎮南京路ｉ郵箱,32400,桃園市平鎮區南京路12巷71號,平平洗衣店內,24小時,121.210290,24.918620,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
平鎮山仔頂郵局ｉ郵箱,32400,桃園市平鎮區中豐路山頂段296號,大門右側,24小時,121.210920,24.897343,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
平鎮高雙郵局ｉ郵箱,32400,桃園市平鎮區高雙路181號,中壢快捷股右側圍牆,24小時,121.189581,24.955074,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
龍潭中興郵局ｉ郵箱,32500,桃園市龍潭區中興路280號,大門入口左側,24小時,121.234010,24.874250,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
龍潭大平郵局ｉ郵箱,32500,桃園市龍潭區龍源路大平段270號,ATM自助區,24小時,121.236990,24.825680,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
楊梅幼工郵局ｉ郵箱,32600,桃園市楊梅區獅二路2號(幼獅工業區管理中心內),ATM自助區另一側牆面,24小時,121.172780,24.925391,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
淡江大學松濤五館ｉ郵箱,25100,新北市淡水區英專路151號(松濤五館),松濤五館,24小時,121.452940,25.175462,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
林口法國小鎮香林區ｉ郵箱,24400,新北市林口區東湖路84-1號,香林區管理中心前信箱旁,24小時,121.386640,25.074090,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
寶山郵局ｉ郵箱,30800,新竹縣寶山鄉雙園路2段349號,大門右側,24小時,120.990115,24.764872,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新豐藍天大地ｉ郵箱,30400,新竹縣新豐鄉康樂路1段475~479號,門口右側,24小時,120.984700,24.874700,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
竹東環球市社區ｉ郵箱,31000,新竹縣竹東鎮光明路126巷77~95號,門口左側,24小時,121.061100,24.768400,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新竹環球晶中德分公司ｉ郵箱,30000,新竹市東區研新一路2號,大門右側,24小時,120.986940,24.777400,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三重正義國小ｉ郵箱,24100,新北市三重區信義西街31號,停車場入口處右側,24小時,121.495544,25.064440,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三重厚德國小ｉ郵箱,24100,新北市三重區忠孝路1段70號,體操館右側,24小時,121.488325,25.070662,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新莊欣聯幸福好境ｉ郵箱,24200,新北市新莊區思源路332巷51號,社區入口右側,24小時,121.461440,25.050990,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新莊四維活動中心ｉ郵箱,24200,新北市新莊區四維路186巷2號,活動中心正門口,24小時,121.422215,25.021269,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新莊黃愚活動中心ｉ郵箱,24200,新北市新莊區中信街74號,後門近Youbike單車處,24小時,121.448533,25.052254,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新莊新泰活動中心ｉ郵箱,24200,新北市新莊區建中街116巷3弄2號,側門，第一新城對面,24小時,121.445658,25.037291,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
林口南勢活動中心ｉ郵箱,24400,新北市林口區南勢二街154號,活動中心正門口,24小時,121.358810,25.073977,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
林口湖南活動中心ｉ郵箱,24400,新北市林口區民權路165號,活動中心入口右側廊道,24小時,121.374282,25.084275,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
淡水中興活動中心ｉ郵箱,25100,新北市淡水區水源街1段29號,活動中心正門入口處,24小時,121.443159,25.172316,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
淡水新興活動中心ｉ郵箱,25100,新北市淡水區大義街18號,活動中心正門入口處,24小時,121.442769,25.178385,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
林口遠雄未來市ｉ郵箱,24400,新北市林口區文化二路1段557號,一樓大廳右側(社區專用),24小時,121.374729,25.077348,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
林口國民運動中心ｉ郵箱,24400,新北市林口區文化二路2段299號,大門右側,24小時,121.380670,25.086226,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新莊國民運動中心ｉ郵箱,24200,新北市新莊區公園路11號,一樓後方街舞廣場,24小時,121.447852,25.039879,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
泰山國民運動中心ｉ郵箱,24300,新北市泰山區全興路167號,大門入口處右側,24小時,121.434826,25.055537,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
泰山輔大醫院ｉ郵箱,24300,新北市泰山區貴子路69號,大門入口處右側,24小時,121.431734,25.040288,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
淡水台北海洋科大ｉ郵箱,25100,新北市淡水區濱海路3段150號,福環樓文書組旁,24小時,121.426230,25.192502,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
蘆洲重陽活動中心ｉ郵箱,24700,新北市蘆洲區集賢路221巷11號,正門右側樓梯下方,24小時,121.483547,25.086033,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新莊五工郵局2ｉ郵箱,24200,新北市新莊區五工三路50巷2號,大門右側,24小時,121.459999,25.064287,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺北保固大樓ｉ郵箱,10000,臺北市中正區羅斯福路3段100之32號,大門走道左側,24小時,121.527280,25.0213060,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺北士林福林路Alifeｉ郵箱,11100,臺北市士林區福林路203號,大門右側,24小時,121.531104,25.097465,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
桃園大業郵局ｉ郵箱,33000,桃園市桃園區大有路468號,大門內右側,24小時,121.318880,25.012480,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
平鎮莊敬市民活動中心ｉ郵箱,32400,桃園市平鎮區莊敬里自強街100號,大門左側,24小時,121.214960,24.905201,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
桃園東埔市民活動中心ｉ郵箱,33000,桃園市桃園區信光路55號,大門右側,24小時,121.306814,25.005754,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
龜山璟都江山社區ｉ郵箱,33300,桃園市龜山區長峰路66-1號(社區專用),大門正對面,24小時,121.341587,25.002087,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
龜山璟都國際湯城社區ｉ郵箱,33300,桃園市龜山區長峰路90號(社區專用),中庭販賣機左側,24小時,121.341677,25.002859,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
桃園CITYWASH洗衣店ｉ郵箱,33000,桃園市桃園區昆明路193號1樓,大門左側,24小時,121.311726,24.985120,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
中壢WASHDAY洗衣店ｉ郵箱,32000,桃園市中壢區龍和一街250號,大門左側,24小時,121.245228,24.939300,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
龍潭五福捷淨洗衣店ｉ郵箱,32500,桃園市龍潭區五福街47號,大門右側,24小時,121.218887,24.865349,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
楊梅捷淨自助洗衣店ｉ郵箱,32600,桃園市楊梅區四維路102號,大門右側,24小時,121.180904,24.913343,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
桃園成功路郵局2ｉ郵箱,33000,桃園市桃園區成功路1段51號,大門右側,24小時,121.310996,24.992267,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
文山木柵社宅ｉ郵箱,11600,臺北市文山區久康街24巷36號,室外花圃旁牆面,24小時,121.564176,24.989232,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
成淵高中停車場ｉ郵箱,10300,臺北市大同區承德路2段235之1號,2號出口滅火器旁牆面,24小時,121.516782,25.061358,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
大同建成公園停車場ｉ郵箱,10300,臺北市大同區承德路2段31號,2號出口左側牆面,24小時,121.515883,25.053898,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺北永盛公園停車場ｉ郵箱,10400,臺北市中山區中山北路2段93巷30號,2號出口手扶梯欄桿旁,24小時,121.525057,25.058828,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
松山中崙高中停車場ｉ郵箱,10500,臺北市松山區八德路4段101號,吉祥路2號出口旁,24小時,121.559005,25.048727,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
松山國小停車場ｉ郵箱,10500,臺北市松山區八德路4段746號,甲梯出口旁牆面,24小時,121.575442,25.049856,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
松山八德立體停車場ｉ郵箱,10500,臺北市松山區八德路4段580號,2號出口左側牆面,24小時,121.569797,25.049703,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺北附中公園停車場ｉ郵箱,10600,臺北市大安區復興南路1段340巷11號,出口外側排風口旁,24小時,121.540401,25.036213,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺北金華公園停車場ｉ郵箱,10600,臺北市大安區金華街254巷1號,面對1號出口右側,24小時,121.529567,25.029833,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺北龍門國中停車場ｉ郵箱,10600,臺北市大安區建國南路2段269號,4號出口左側監視器下方,24小時,121.536019,25.024678,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺北嘉興公園停車場ｉ郵箱,10600,臺北市大安區樂業街99號,1號出口雨遮下方,24小時,121.549839,25.020988,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
萬華峨眉停車場ｉ郵箱,10800,臺北市萬華區峨眉街83號,捐血車旁人行道欄杆處,24小時,121.503368,25.044109,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
