名稱,郵遞區號,地址,相對位置,營業時間,座標x,座標y,儲格數,櫃型,備註,付費方式
北捷永春站ｉ郵箱,11000,臺北市信義區忠孝東路5段455號(近1號出口),近出口1,06:00-24:00,121.575290,25.040970,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
北捷後山埤站ｉ郵箱,11500,臺北市南港區忠孝東路6段2號(近3號出口),往3號出口走道右側,06:00-24:00,121.582279,25.044727,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
北捷昆陽站ｉ郵箱,11500,臺北市南港區忠孝東路6段451號(近2號出口),2號出口旁,06:00-24:00,121.592814,25.050442,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺北SESA新生好鄰居ｉ郵箱,10400,臺北市中山區新生北路3段82-4號,入口右側,24小時,121.525188,25.067292,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三民思達酷洗衣店ｉ郵箱,80700,高雄市三民區鼎金後路506號,門口左側,24小時,120.323220,22.672580,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新店寶高智慧產業園區ｉ郵箱,23100,新北市新店區寶高路26號,一樓大廳管理中心對面,24小時,121.551620,24.975950,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
北捷萬芳醫院站ｉ郵箱,11600,臺北市文山區興隆路3段113號(往興隆路、萬芳醫院出口),往興隆路、萬芳醫院出口(公用電話對面),06:00-24:00,121.557744,24.999342,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
北捷辛亥站ｉ郵箱,11600,臺北市文山區辛亥路4段128號,付費區往1月台電扶梯旁,06:00-24:00,121.557107,25.005475,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
北捷麟光站ｉ郵箱,10600,臺北市大安區和平東路3段410號(和平東路、臥龍街出口),和平東路、臥龍街出口閘門旁,06:00-24:00,121.558636,25.018581,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
龍山寺地下街ｉ郵箱,10800,臺北市萬華區西園路1段145號B1,4號入口手扶梯下左邊牆面,07:00~21:30,121.500223,25.036330,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
伸港全興郵局ｉ郵箱,50900,彰化縣伸港鄉興工路67號,ATM右側,24小時,120.510974,24.171470,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
員林西門郵局ｉ郵箱,51000,彰化縣員林市新生路85號,ATM前方,24小時,120.568681,23.958324,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
福興郵局ｉ郵箱,50600,彰化縣福興鄉員鹿路2段184號,大門左側,24小時,120.435968,24.039703,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
大葉大學管理大樓ｉ郵箱,51500,彰化縣大村鄉學府路168號,大門右側,24小時,120.596553,24.000120,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
大葉大學設藝大樓ｉ郵箱,51500,彰化縣大村鄉學府路168號,大門右側,24小時,120.596582,24.002221,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
員林國小ｉ郵箱,51000,彰化縣員林市三民東路221號,大門左側ATM室,24小時,120.579188,23.960125,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
田尾新生社區活動中心ｉ郵箱,52200,彰化縣田尾鄉延平路148號,大門左側,24小時,120.550881,23.889226,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
社頭織足藏樂館ｉ郵箱,51100,彰化縣社頭鄉員集路3段706巷25號,大口左側,24小時,120.582644,23.922535,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
二林中正路ｉ郵箱,52600,彰化縣二林鎮中正路1號,ATM右側,24小時,120.369635,23.899204,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
彰化南郭郵局ｉ郵箱,50000,彰化縣彰化市介壽北路88號,大門右側,24小時,120.548070,24.069042,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
溪湖鎮公所ｉ郵箱,51400,彰化縣溪湖鎮青雅路58號,大門左側,24小時,120.483332,23.966558,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
永靖群邦ｉ郵箱,51200,彰化縣永靖鄉中山路1段416號,辦公室左側牆面,24小時,120.542584,23.910095,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
嘉義後湖郵局ｉ郵箱,60000,嘉義市東區保建街30-5號,ATM右側牆面,24小時,120.455158,23.500931,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
嘉義林森郵局ｉ郵箱,60000,嘉義市東區林森東路488號,大口右側,24小時,120.470446,23.491896,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
嘉義興嘉郵局ｉ郵箱,60000,嘉義市西區南京路409號,ATM右邊,24小時,120.435916,23.465366,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
大寮中興郵局ｉ郵箱,83100,高雄市大寮區鳳林四路34至38號,大門左側,24小時,120.388141,22.614786,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
旗山旗尾郵局ｉ郵箱,84200,高雄市旗山區延平二路8、10號,大門右側,24小時,120.492489,22.881800,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
燕巢郵局ｉ郵箱,82400,高雄市燕巢區中民路621號,ATM左側,24小時,120.360897,22.793218,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
燕巢鳳山厝郵局ｉ郵箱,82400,高雄市燕巢區鳳雄里鳳旗路39號,郵局左側騎樓,24小時,120.357078,22.755375,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
永安郵局ｉ郵箱,82800,高雄市永安區永華里永華路15號,自助服務區,24小時,120.225636,22.817352,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
阿蓮郵局ｉ郵箱,82200,高雄市阿蓮區清蓮里民生路101號,大門左側,24小時,120.326885,22.883236,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
岡山平和路郵局ｉ郵箱,82000,高雄市岡山區平和路65號,大門右側,24小時,120.294799,22.794368,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
湖內郵局ｉ郵箱,82900,高雄市湖內區中正路2段13號,大門左側,24小時,120.214852,22.908589,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
湖內大湖郵局ｉ郵箱,82900,高雄市湖內區大湖里民權路243號,大門右側,24小時,120.242045,22.892488,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
茄萣郵局ｉ郵箱,85200,高雄市茄萣區進學路158號,大門左側,24小時,120.186794,22.903955,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
路竹郵局ｉ郵箱,82100,高雄市路竹區中興路11號,大門右側,24小時,120.260874,22.860909,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
路竹一甲郵局ｉ郵箱,82100,高雄市路竹區大智路60號,大門左側,24小時,120.270534,22.873968,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
鼓山郵局ｉ郵箱,80400,高雄市鼓山區臨海二路17號,大門右側,24小時,120.273851,22.621835,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
高雄博愛路郵局ｉ郵箱,80700,高雄市三民區博愛一路372號,大門左側,24小時,120.304014,22.650956,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南崇文暨崇成里ｉ郵箱,70100,臺南市東區崇德路691號,活動中心側門入口右側,24小時,120.227848,22.968279,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南崇誨國宅ｉ郵箱,70100,臺南市東區林森路2段117號,管理室外,24小時,120.224078,22.990253,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南和平里活動中心ｉ郵箱,70100,臺南市東區文化路100號,正門入口處,24小時,120.232498,22.977173,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
基隆大慶社區活動中心ｉ郵箱,20300,基隆市中山區中和路168巷10弄37號,大門佈告欄旁,24小時,121.715556,25.151113,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
基隆中正行政大樓ｉ郵箱,20200,基隆市中正區中正路236號,大門左側,24小時,121.758950,25.140920,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
基隆建國里活動中心ｉ郵箱,20200,基隆市中正區祥豐街467號,大門左側,24小時,121.769700,25.146210,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
基隆正濱里活動中心ｉ郵箱,20200,基隆市中正區中正路621巷26號,殘障車位前方公佈欄處,24小時,121.771780,25.151270,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
基隆民生世界ｉ郵箱,20100,基隆市信義區深澳坑路168巷40號,大門左側,24小時,121.784790,25.125560,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
基隆仁愛行政大樓ｉ郵箱,20000,基隆市仁愛區光一路26號,大門左側,24小時,121.737190,25.125560,60,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
基隆國民運動中心ｉ郵箱,20000,基隆市仁愛區獅球路8-1號,大門左側,24小時,121.738140,25.125150,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三重集美國小ｉ郵箱,24100,新北市三重區集美街10號,大門左側,24小時,121.487940,25.056515,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
林口法國小鎮香韻社區ｉ郵箱,24400,新北市林口區仁愛路1段665號,管理室,24小時,121.387812,25.076535,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
林口世貿新都大樓ｉ郵箱,24400,新北市林口區文化二路1段266號,一樓大廳管理中心旁(限商辦大樓內部員工使用),24小時,121.372534,25.073777,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新莊思賢國小ｉ郵箱,24200,新北市新莊區自立街229號,正門口右側,24小時,121.456860,25.045594,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
淡水菓嶺大道社區ｉ郵箱,25100,新北市淡水區沙崙路228號,社區內游泳池對面(限社區住戶使用),24小時,121.425427,25.184549,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
淡水郵務大樓ｉ郵箱,25100,新北市淡水區崁頂二路250號,一樓汽機車入口處,24小時,121.436097,25.197194,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
淡水興源五金百貨ｉ郵箱,25100,新北市淡水區新興街6號,左側汽車停車場,24小時,121.443948,25.180506,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
淡水關渡自助郵局ｉ郵箱,25100,新北市淡水區自立路8之2號,郵局ATM旁,24小時,121.462543,25.129648,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
五股合新世界之星ｉ郵箱,24800,新北市五股區新城八路68號,大廳沙發區(限社區使用),24小時,121.446533,25.089365,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
中和南勢角郵局ｉ郵箱,23500,新北市中和區景新街442號,大門右側,24小時,121.513170,24.988100,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
樹林三多郵局ｉ郵箱,23800,新北市樹林區三福街70巷1號,信箱左側牆面,24小時,121.404790,25.016468,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
桃園北門朝陽活動中心ｉ郵箱,33000,桃園市桃園區朝陽街63號,大門右側,24小時,121.312940,24.997965,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
桃園圖書館會稽分館ｉ郵箱,33000,桃園市桃園區自強路217號,大門左側,24小時,121.316140,25.000831,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
桃園新埔市民活動中心ｉ郵箱,33000,桃園市桃園區南通路65號,後門左側,24小時,121.305304,25.020259,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
蘆竹五福市民活動中心ｉ郵箱,33800,桃園市蘆竹區福祿五街18號,大門右側,24小時,121.296139,25.053700,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
桃園建國雲林活動中心ｉ郵箱,33000,桃園市桃園區建成街88號,大門右側,24小時,121.315639,24.986965,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
桃園閱讀萊茵社區ｉ郵箱,33000,桃園市桃園區龍泉六街186號,大門右側,24小時,121.268894,24.983397,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
八德瑞發市民活動中心ｉ郵箱,33400,桃園市八德區瑞發街55號,入口處右側,24小時,121.299146,24.933623,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
八德高城市民活動中心ｉ郵箱,33400,桃園市八德區高城六街60號,入口處左側,24小時,121.274309,24.978928,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
龍潭八德市民活動中心ｉ郵箱,32500,桃園市龍潭區梅龍路2號,大門左側,24小時,121.202023,24.873582,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
龍潭三合雅舍ｉ郵箱,32500,桃園市龍潭區渴望路237巷1號,大門右側,24小時,121.187590,24.837418,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
桃園圖書館埔心分館ｉ郵箱,32600,桃園市楊梅區中興路145號,大門右側,24小時,121.186395,24.915154,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
楊梅水美市民活動中心ｉ郵箱,32600,桃園市楊梅區楊新路2段2-1號,大門左側,24小時,121.136912,24.919233,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
楊梅秀才市民活動中心ｉ郵箱,32600,桃園市楊梅區秀才路356號,大門右側,24小時,121.138844,24.898031,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
平鎮義興市民活動中心ｉ郵箱,32400,桃園市平鎮區義興街80號,大門右側,24小時,121.209235,24.949747,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺西崙豐路ｉ郵箱,63600,雲林縣臺西鄉崙豐路110號,崙豐路112巷口,24小時,120.211274,23.722105,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三地門郵局ｉ郵箱,90100,屏東縣三地門鄉行政街3號,大門左側,24小時,120.653370,22.714710,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
長治繁華郵局ｉ郵箱,90800,屏東縣長治鄉繁華村水源路90-1號,郵局大門右側,24小時,120.573502,22.702186,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
東港中正路郵局ｉ郵箱,92800,屏東縣東港鎮頂新里中正路183號,郵局大門左側,24小時,120.450872,22.468888,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
佳冬郵局ｉ郵箱,93100,屏東縣佳冬鄉佳冬村佳和路86號,郵局大門右側,24小時,120.552069,22.414297,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
屏東東山河社區S棟ｉ郵箱,90000,屏東縣屏東市機場北路492號,S棟大門左側牆面,24小時,120.472262,22.684561,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
崁頂郵局ｉ郵箱,92400,屏東縣崁頂鄉崁頂村中正路220號,郵局大門右側,24小時,120.513496,22.514523,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
萬巒郵局ｉ郵箱,92300,屏東縣萬巒鄉萬和村中正路10號,郵局大門左側,24小時,120.565768,22.571248,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
竹田郵局ｉ郵箱,91100,屏東縣竹田鄉竹田村中山路28號,郵局大門左側,24小時,120.542911,22.586579,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新城郵局ｉ郵箱,97100,花蓮縣新城鄉中山路45號,正門右側牆面靠牆,24小時,121.652965,24.126351,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
豐濱郵局ｉ郵箱,97700,花蓮縣豐濱鄉光豐路48號,入口處右側靠牆,24小時,121.520486,23.601882,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
光復富田郵局ｉ郵箱,97600,花蓮縣光復鄉富田一街36-1號,郵局左側車輛出入口處左側靠牆,24小時,121.448710,23.659660,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
慈濟大學人社校區ｉ郵箱,97000,花蓮縣花蓮市介仁街67號,正門入口聯合辦公室旁(限慈濟師生及員工使用),24小時,121.573698,23.999700,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
慈濟大學校本部宿舍ｉ郵箱,97000,花蓮縣花蓮市中山路1段3巷190號,女宿前中庭靠牆(限慈濟師生及員工使用),24小時,121.587240,23.997532,40,四代櫃,(停止營運)(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
吉安仁里郵局ｉ郵箱,97300,花蓮縣吉安鄉仁里村中正路1段48號,大門入口左側靠牆,24小時,121.592808,23.967503,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
花蓮港務局郵局ｉ郵箱,97000,花蓮縣花蓮市民權路27號,ATM信箱自助區(信箱左側),24小時,121.621678,23.983383,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
鳳山富邦大無疆ｉ郵箱,83000,高雄市鳳山區和德街151號C館,社區C館公共活動區,24小時,120.359820,22.618396,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
高雄民族社區郵局ｉ郵箱,80700,高雄市三民區九如一路952號,大門左側,24小時,120.316522,22.640337,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
安南輕鬆購安順店ｉ郵箱,70900,臺南市安南區安和路4段30號,大門右側,24小時,120.219030,23.050865,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
安南輕鬆購安和店ｉ郵箱,70900,臺南市安南區安和路1段199號,大門右側,24小時,120.212966,23.030808,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
安南輕鬆購安中店ｉ郵箱,70900,臺南市安南區安中路1段601號,大門右側,24小時,120.198950,23.041113,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
善化輕鬆購善化店ｉ郵箱,74100,臺南市善化區民權路315號,大門右側,24小時,120.295565,23.130885,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
麻豆大勝大五金ｉ郵箱,72100,臺南市麻豆區興民街69號,入口左側,24小時,120.243686,23.184875,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南太皇園社區ｉ郵箱,70400,臺南市北區公園南路366號(限住戶使用),大門內左側,24小時,120.202115,23.003081,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
關廟郵局ｉ郵箱,71800,臺南市關廟區中央路222號,專用信箱右側,24小時,120.329026,22.960737,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新化健保藥局ｉ郵箱,71200,臺南市新化區中山路507號,大門右側,24小時,120.302713,23.035933,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新化安麗兒藥局ｉ郵箱,71200,臺南市新化區忠孝路116之3號,大門左側,24小時,120.304576,23.037957,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
